timestamp,cluster_id,namespace,pod_name,cpu_requested,cpu_actual_peak,memory_requested,memory_actual_peak
2024-01-10,cluster-dev-1,inventory,inv-pod-1,2.0,0.964,1.0,0.67
2024-01-10,cluster-dev-1,inventory,inv-pod-2,1.5,0.262,4.0,2.556
2024-01-10,cluster-prod-1,inventory,inv-pod-3,1.0,0.186,4.0,1.183
2024-01-10,cluster-prod-1,notification-service,notif-pod-1,1.5,0.422,4.0,2.586
2024-01-10,cluster-prod-2,notification-service,notif-pod-2,4.0,2.181,2.0,0.594
2024-01-10,cluster-prod-1,analytics,analytics-pod-1,1.0,0.542,8.0,6.382
2024-01-10,cluster-prod-1,analytics,analytics-pod-2,1.5,0.81,1.0,0.442
2024-01-10,cluster-prod-1,reporting,report-pod-1,4.0,1.604,0.5,0.352
2024-01-10,cluster-prod-1,reporting,report-pod-2,4.0,2.345,8.0,5.662
2024-01-10,cluster-prod-2,ml-pipeline,ml-pod-1,2.0,1.182,4.0,2.012
2024-01-10,cluster-prod-1,ml-pipeline,ml-pod-2,0.5,0.229,0.5,0.232
2024-01-10,cluster-prod-2,ml-pipeline,ml-pod-3,1.0,0.442,1.0,0.559
2024-01-10,cluster-dev-1,data-ingestion,ingest-pod-1,1.0,0.745,1.0,0.747
2024-01-10,cluster-dev-1,data-ingestion,ingest-pod-2,4.0,1.718,8.0,5.119
2024-01-10,cluster-prod-2,dev-testing,dev-pod-1,1.0,0.579,1.0,0.343
2024-01-10,cluster-prod-1,dev-testing,dev-pod-2,1.0,0.259,8.0,1.932
2024-01-10,cluster-dev-1,dev-testing,dev-pod-3,2.0,0.786,0.5,0.299
2024-01-10,cluster-dev-1,staging,stage-pod-1,0.5,0.192,0.5,0.22
2024-01-10,cluster-prod-1,staging,stage-pod-2,4.0,0.622,0.5,0.332
2024-01-10,cluster-prod-2,logging,log-pod-1,1.5,1.02,1.0,0.469
2024-01-10,cluster-prod-1,logging,log-pod-2,0.5,0.204,4.0,2.211
2024-01-10,cluster-dev-1,monitoring,monitor-pod-1,0.5,0.125,4.0,1.71
2024-01-10,cluster-prod-1,monitoring,monitor-pod-2,4.0,1.456,4.0,1.939
2024-01-11,cluster-prod-2,payment-service,pay-pod-1,2.0,0.836,4.0,2.096
2024-01-11,cluster-prod-1,payment-service,pay-pod-2,1.0,0.224,8.0,6.096
2024-01-11,cluster-prod-1,payment-service,pay-pod-3,0.5,0.112,8.0,6.083
2024-01-11,cluster-prod-1,user-auth,auth-pod-1,0.5,0.227,4.0,1.156
2024-01-11,cluster-prod-1,user-auth,auth-pod-2,1.0,0.729,2.0,0.421
2024-01-11,cluster-prod-2,product-catalog,catalog-pod-1,1.0,0.734,2.0,0.987
2024-01-11,cluster-prod-2,product-catalog,catalog-pod-2,2.0,0.451,8.0,2.289
2024-01-11,cluster-dev-1,product-catalog,catalog-pod-3,1.0,0.59,1.0,0.313
2024-01-11,cluster-dev-1,order-management,order-pod-1,4.0,1.665,8.0,6.224
2024-01-11,cluster-prod-2,order-management,order-pod-2,1.0,0.547,1.0,0.425
2024-01-11,cluster-prod-1,inventory,inv-pod-1,1.0,0.296,1.0,0.721
2024-01-11,cluster-prod-1,inventory,inv-pod-2,2.0,0.436,0.5,0.307
2024-01-11,cluster-prod-1,inventory,inv-pod-3,0.5,0.14,8.0,4.801
2024-01-11,cluster-prod-2,notification-service,notif-pod-1,1.0,0.359,1.0,0.8
2024-01-11,cluster-prod-1,notification-service,notif-pod-2,0.5,0.335,0.5,0.361
2024-01-11,cluster-prod-2,analytics,analytics-pod-1,4.0,1.961,0.5,0.133
2024-01-11,cluster-prod-2,analytics,analytics-pod-2,4.0,2.436,4.0,2.402
2024-01-11,cluster-prod-1,reporting,report-pod-1,1.0,0.607,0.5,0.195
2024-01-11,cluster-prod-1,reporting,report-pod-2,1.5,0.563,0.5,0.199
2024-01-11,cluster-prod-1,ml-pipeline,ml-pod-1,2.0,1.032,8.0,3.426
2024-01-11,cluster-prod-2,ml-pipeline,ml-pod-2,0.5,0.254,0.5,0.233
2024-01-11,cluster-prod-1,ml-pipeline,ml-pod-3,1.0,0.502,1.0,0.656
2024-01-11,cluster-prod-1,data-ingestion,ingest-pod-1,1.5,0.713,1.0,0.488
2024-01-11,cluster-prod-1,data-ingestion,ingest-pod-2,4.0,1.419,4.0,1.158
2024-01-11,cluster-prod-2,dev-testing,dev-pod-1,2.0,0.872,2.0,1.318
2024-01-11,cluster-dev-1,dev-testing,dev-pod-2,1.0,0.579,2.0,0.422
2024-01-11,cluster-prod-1,dev-testing,dev-pod-3,1.5,0.232,8.0,5.911
2024-01-11,cluster-prod-2,staging,stage-pod-1,2.0,1.412,4.0,3.043
2024-01-11,cluster-prod-1,staging,stage-pod-2,1.5,0.316,8.0,4.563
2024-01-11,cluster-dev-1,logging,log-pod-1,2.0,1.104,8.0,5.455
2024-01-11,cluster-prod-1,logging,log-pod-2,1.0,0.516,1.0,0.44
2024-01-11,cluster-prod-2,monitoring,monitor-pod-1,2.0,1.288,2.0,0.548
2024-01-11,cluster-prod-2,monitoring,monitor-pod-2,4.0,1.043,0.5,0.27
2024-01-12,cluster-prod-1,payment-service,pay-pod-1,2.0,0.809,0.5,0.212
2024-01-12,cluster-prod-2,payment-service,pay-pod-2,1.0,0.217,8.0,4.488
2024-01-12,cluster-dev-1,payment-service,pay-pod-3,4.0,2.722,0.5,0.338
2024-01-12,cluster-prod-1,user-auth,auth-pod-1,1.0,0.255,0.5,0.352
2024-01-12,cluster-dev-1,user-auth,auth-pod-2,1.0,0.303,4.0,1.46
2024-01-12,cluster-dev-1,product-catalog,catalog-pod-1,2.0,0.808,1.0,0.686
2024-01-12,cluster-prod-1,product-catalog,catalog-pod-2,2.0,0.48,1.0,0.292
2024-01-12,cluster-prod-1,product-catalog,catalog-pod-3,1.5,1.007,0.5,0.165
2024-01-12,cluster-dev-1,order-management,order-pod-1,4.0,2.141,4.0,1.295
2024-01-12,cluster-prod-2,order-management,order-pod-2,1.0,0.304,8.0,4.453
2024-01-12,cluster-prod-2,inventory,inv-pod-1,0.5,0.371,2.0,1.116
2024-01-12,cluster-prod-1,inventory,inv-pod-2,1.5,0.623,8.0,5.044
2024-01-12,cluster-prod-2,inventory,inv-pod-3,1.5,1.117,4.0,2.765
2024-01-12,cluster-prod-1,notification-service,notif-pod-1,1.0,0.693,8.0,1.981
2024-01-12,cluster-dev-1,notification-service,notif-pod-2,0.5,0.254,0.5,0.197
2024-01-12,cluster-prod-2,analytics,analytics-pod-1,0.5,0.26,8.0,4.091
2024-01-12,cluster-prod-2,analytics,analytics-pod-2,2.0,1.26,2.0,1.168
2024-01-12,cluster-dev-1,reporting,report-pod-1,1.0,0.558,4.0,1.578
2024-01-12,cluster-dev-1,reporting,report-pod-2,1.0,0.746,1.0,0.418
2024-01-12,cluster-prod-2,ml-pipeline,ml-pod-1,1.0,0.418,4.0,0.944
2024-01-12,cluster-prod-1,ml-pipeline,ml-pod-2,2.0,1.454,8.0,4.912
2024-01-12,cluster-prod-1,ml-pipeline,ml-pod-3,1.0,0.208,0.5,0.347
2024-01-12,cluster-prod-1,data-ingestion,ingest-pod-1,2.0,1.477,2.0,1.513
2024-01-12,cluster-prod-1,data-ingestion,ingest-pod-2,2.0,1.469,8.0,5.138
2024-01-12,cluster-prod-2,dev-testing,dev-pod-1,0.5,0.276,4.0,2.297
2024-01-12,cluster-prod-2,dev-testing,dev-pod-2,0.5,0.258,4.0,2.677
2024-01-12,cluster-prod-1,dev-testing,dev-pod-3,4.0,0.687,0.5,0.168
2024-01-12,cluster-prod-1,staging,stage-pod-1,1.0,0.379,1.0,0.762
2024-01-12,cluster-prod-2,staging,stage-pod-2,0.5,0.167,4.0,1.471
2024-01-12,cluster-dev-1,logging,log-pod-1,2.0,1.348,2.0,1.344
2024-01-12,cluster-prod-1,logging,log-pod-2,2.0,1.322,1.0,0.501
2024-01-12,cluster-prod-2,monitoring,monitor-pod-1,1.0,0.474,8.0,3.427
2024-01-12,cluster-dev-1,monitoring,monitor-pod-2,1.5,0.936,4.0,2.765
2024-01-13,cluster-prod-2,payment-service,pay-pod-1,4.0,0.655,2.0,1.234
2024-01-13,cluster-prod-1,payment-service,pay-pod-2,2.0,0.988,1.0,0.693
2024-01-13,cluster-prod-1,payment-service,pay-pod-3,4.0,2.669,4.0,2.255
2024-01-13,cluster-prod-1,user-auth,auth-pod-1,4.0,1.362,2.0,0.878
2024-01-13,cluster-prod-1,user-auth,auth-pod-2,4.0,1.482,8.0,1.724
2024-01-13,cluster-prod-1,product-catalog,catalog-pod-1,2.0,0.396,4.0,3.118
2024-01-13,cluster-prod-1,product-catalog,catalog-pod-2,2.0,0.827,4.0,2.843
2024-01-13,cluster-dev-1,product-catalog,catalog-pod-3,1.5,0.783,4.0,1.676
2024-01-13,cluster-prod-2,order-management,order-pod-1,1.5,0.733,1.0,0.476
2024-01-13,cluster-prod-1,order-management,order-pod-2,1.5,0.904,0.5,0.229
2024-01-13,cluster-dev-1,inventory,inv-pod-1,1.5,0.292,4.0,1.528
2024-01-13,cluster-prod-1,inventory,inv-pod-2,2.0,1.042,4.0,3.192
2024-01-13,cluster-prod-2,inventory,inv-pod-3,4.0,2.077,4.0,1.217
2024-01-13,cluster-prod-1,notification-service,notif-pod-1,1.0,0.228,4.0,1.772
2024-01-13,cluster-dev-1,notification-service,notif-pod-2,1.5,0.556,4.0,1.956
2024-01-13,cluster-prod-2,analytics,analytics-pod-1,4.0,1.529,8.0,1.653
2024-01-13,cluster-prod-2,analytics,analytics-pod-2,1.5,0.602,8.0,5.249
2024-01-13,cluster-prod-1,reporting,report-pod-1,4.0,1.116,8.0,5.605
2024-01-13,cluster-prod-1,reporting,report-pod-2,4.0,1.077,8.0,6.206
2024-01-13,cluster-dev-1,ml-pipeline,ml-pod-1,1.5,0.464,2.0,0.945
2024-01-13,cluster-prod-2,ml-pipeline,ml-pod-2,4.0,1.772,4.0,2.875
2024-01-13,cluster-prod-2,ml-pipeline,ml-pod-3,1.5,0.563,4.0,2.863
2024-01-13,cluster-prod-1,data-ingestion,ingest-pod-1,4.0,2.895,0.5,0.387
2024-01-13,cluster-prod-1,data-ingestion,ingest-pod-2,0.5,0.358,1.0,0.463
2024-01-13,cluster-prod-1,dev-testing,dev-pod-1,0.5,0.327,1.0,0.352
2024-01-13,cluster-prod-2,dev-testing,dev-pod-2,2.0,1.065,1.0,0.432
2024-01-13,cluster-prod-1,dev-testing,dev-pod-3,0.5,0.259,4.0,1.881
2024-01-13,cluster-prod-1,staging,stage-pod-1,1.5,0.32,4.0,2.029
2024-01-13,cluster-dev-1,staging,stage-pod-2,4.0,0.691,2.0,1.191
2024-01-13,cluster-prod-2,logging,log-pod-1,1.5,0.236,8.0,4.041
2024-01-13,cluster-dev-1,logging,log-pod-2,2.0,0.72,2.0,1.194
2024-01-13,cluster-prod-2,monitoring,monitor-pod-1,1.5,0.596,8.0,4.769
2024-01-13,cluster-dev-1,monitoring,monitor-pod-2,2.0,1.379,0.5,0.393
2024-01-14,cluster-prod-2,payment-service,pay-pod-1,1.0,0.156,4.0,2.276
2024-01-14,cluster-dev-1,payment-service,pay-pod-2,0.5,0.268,1.0,0.487
2024-01-14,cluster-prod-2,payment-service,pay-pod-3,1.0,0.343,4.0,1.503
2024-01-14,cluster-prod-2,user-auth,auth-pod-1,4.0,1.998,4.0,1.176
2024-01-14,cluster-dev-1,user-auth,auth-pod-2,0.5,0.353,0.5,0.212
2024-01-14,cluster-prod-2,product-catalog,catalog-pod-1,2.0,0.766,1.0,0.766
2024-01-14,cluster-prod-1,product-catalog,catalog-pod-2,2.0,0.446,2.0,1.464
2024-01-14,cluster-dev-1,product-catalog,catalog-pod-3,1.5,0.829,0.5,0.178
2024-01-14,cluster-prod-2,order-management,order-pod-1,1.0,0.532,8.0,6.296
2024-01-14,cluster-prod-1,order-management,order-pod-2,2.0,0.365,2.0,0.723
2024-01-14,cluster-dev-1,inventory,inv-pod-1,4.0,0.996,8.0,4.889
2024-01-14,cluster-prod-1,inventory,inv-pod-2,1.0,0.278,2.0,0.581
2024-01-14,cluster-dev-1,inventory,inv-pod-3,1.5,0.907,0.5,0.253
2024-01-14,cluster-prod-1,notification-service,notif-pod-1,1.5,0.361,4.0,2.327
2024-01-14,cluster-dev-1,notification-service,notif-pod-2,1.0,0.485,0.5,0.323
2024-01-14,cluster-prod-2,analytics,analytics-pod-1,0.5,0.158,2.0,0.882
2024-01-14,cluster-prod-2,analytics,analytics-pod-2,1.0,0.272,1.0,0.645
2024-01-14,cluster-prod-1,reporting,report-pod-1,1.5,0.394,0.5,0.213
2024-01-14,cluster-prod-2,reporting,report-pod-2,2.0,0.929,1.0,0.657
2024-01-14,cluster-prod-1,ml-pipeline,ml-pod-1,2.0,1.195,0.5,0.387
2024-01-14,cluster-prod-2,ml-pipeline,ml-pod-2,2.0,0.692,2.0,1.41
2024-01-14,cluster-prod-2,ml-pipeline,ml-pod-3,1.5,1.122,4.0,1.725
2024-01-14,cluster-dev-1,data-ingestion,ingest-pod-1,1.5,0.349,8.0,1.609
2024-01-14,cluster-prod-1,data-ingestion,ingest-pod-2,4.0,0.67,4.0,1.235
2024-01-14,cluster-dev-1,dev-testing,dev-pod-1,2.0,0.783,4.0,2.024
2024-01-14,cluster-prod-2,dev-testing,dev-pod-2,4.0,1.992,4.0,2.146
2024-01-14,cluster-dev-1,dev-testing,dev-pod-3,1.0,0.51,2.0,0.724
2024-01-14,cluster-prod-1,staging,stage-pod-1,0.5,0.266,2.0,0.47
2024-01-14,cluster-dev-1,staging,stage-pod-2,2.0,1.242,8.0,5.385
2024-01-14,cluster-prod-2,logging,log-pod-1,4.0,0.954,0.5,0.23
2024-01-14,cluster-dev-1,logging,log-pod-2,2.0,0.375,4.0,2.566
2024-01-14,cluster-prod-2,monitoring,monitor-pod-1,0.5,0.355,8.0,2.433
2024-01-14,cluster-dev-1,monitoring,monitor-pod-2,2.0,0.895,2.0,1.223
2024-01-15,cluster-prod-1,payment-service,pay-pod-1,2.0,0.761,0.5,0.385
2024-01-15,cluster-prod-1,payment-service,pay-pod-2,0.5,0.245,1.0,0.401
2024-01-15,cluster-dev-1,payment-service,pay-pod-3,1.5,0.247,8.0,4.949
2024-01-15,cluster-prod-2,user-auth,auth-pod-1,4.0,2.478,2.0,0.711
2024-01-15,cluster-prod-1,user-auth,auth-pod-2,1.0,0.674,8.0,3.816
2024-01-15,cluster-prod-2,product-catalog,catalog-pod-1,4.0,1.7,8.0,4.989
2024-01-15,cluster-prod-1,product-catalog,catalog-pod-2,2.0,0.36,1.0,0.746
2024-01-15,cluster-prod-1,product-catalog,catalog-pod-3,2.0,1.219,4.0,1.115
2024-01-15,cluster-prod-2,order-management,order-pod-1,2.0,1.088,4.0,0.832
2024-01-15,cluster-prod-2,order-management,order-pod-2,2.0,0.631,4.0,2.689
2024-01-15,cluster-dev-1,inventory,inv-pod-1,1.0,0.657,4.0,1.175
2024-01-15,cluster-prod-2,inventory,inv-pod-2,2.0,1.044,2.0,0.567
2024-01-15,cluster-dev-1,inventory,inv-pod-3,0.5,0.307,1.0,0.639
2024-01-15,cluster-prod-2,notification-service,notif-pod-1,2.0,0.454,8.0,1.851
2024-01-15,cluster-dev-1,notification-service,notif-pod-2,0.5,0.223,8.0,2.831
2024-01-15,cluster-prod-1,analytics,analytics-pod-1,1.0,0.265,0.5,0.239
2024-01-15,cluster-prod-1,analytics,analytics-pod-2,4.0,2.06,0.5,0.155
2024-01-15,cluster-prod-2,reporting,report-pod-1,1.0,0.582,1.0,0.253
2024-01-15,cluster-prod-2,reporting,report-pod-2,0.5,0.232,8.0,2.692
2024-01-15,cluster-prod-2,ml-pipeline,ml-pod-1,1.5,0.286,0.5,0.263
2024-01-15,cluster-prod-2,ml-pipeline,ml-pod-2,1.0,0.441,8.0,2.277
2024-01-15,cluster-dev-1,ml-pipeline,ml-pod-3,0.5,0.276,1.0,0.717
2024-01-15,cluster-prod-2,data-ingestion,ingest-pod-1,4.0,2.398,4.0,0.949
2024-01-15,cluster-dev-1,data-ingestion,ingest-pod-2,2.0,0.727,2.0,0.462
2024-01-15,cluster-dev-1,dev-testing,dev-pod-1,0.5,0.135,8.0,2.391
2024-01-15,cluster-prod-2,dev-testing,dev-pod-2,2.0,1.208,8.0,4.766
2024-01-15,cluster-prod-1,dev-testing,dev-pod-3,1.5,1.077,1.0,0.65
2024-01-15,cluster-prod-1,staging,stage-pod-1,1.0,0.189,2.0,1.491
2024-01-15,cluster-dev-1,staging,stage-pod-2,1.0,0.449,4.0,1.884
2024-01-15,cluster-prod-2,logging,log-pod-1,1.0,0.206,8.0,6.229
2024-01-15,cluster-dev-1,logging,log-pod-2,2.0,1.251,4.0,1.463
2024-01-15,cluster-prod-2,monitoring,monitor-pod-1,0.5,0.194,1.0,0.295
2024-01-15,cluster-dev-1,monitoring,monitor-pod-2,2.0,0.499,2.0,0.836
2024-01-16,cluster-dev-1,payment-service,pay-pod-1,1.0,0.251,0.5,0.279
2024-01-16,cluster-prod-2,payment-service,pay-pod-2,4.0,2.358,2.0,0.776
2024-01-16,cluster-dev-1,payment-service,pay-pod-3,1.5,1.019,4.0,2.575
2024-01-16,cluster-prod-1,user-auth,auth-pod-1,0.5,0.2,8.0,4.806
2024-01-16,cluster-dev-1,user-auth,auth-pod-2,1.0,0.25,1.0,0.456
2024-01-16,cluster-prod-1,product-catalog,catalog-pod-1,1.5,0.843,2.0,1.033
2024-01-16,cluster-prod-1,product-catalog,catalog-pod-2,2.0,1.368,8.0,6.273
2024-01-16,cluster-prod-1,product-catalog,catalog-pod-3,0.5,0.321,1.0,0.266
2024-01-16,cluster-prod-1,order-management,order-pod-1,1.5,1.036,4.0,1.902
2024-01-16,cluster-prod-2,order-management,order-pod-2,1.0,0.642,4.0,1.604
2024-01-16,cluster-prod-1,inventory,inv-pod-1,4.0,0.871,1.0,0.26
2024-01-16,cluster-prod-2,inventory,inv-pod-2,1.5,0.353,0.5,0.322
2024-01-16,cluster-dev-1,inventory,inv-pod-3,1.0,0.518,0.5,0.352
2024-01-16,cluster-prod-2,notification-service,notif-pod-1,1.5,0.796,4.0,2.574
2024-01-16,cluster-prod-2,notification-service,notif-pod-2,1.0,0.339,4.0,2.436
2024-01-16,cluster-dev-1,analytics,analytics-pod-1,0.5,0.272,0.5,0.351
2024-01-16,cluster-dev-1,analytics,analytics-pod-2,1.5,0.85,0.5,0.165
2024-01-16,cluster-prod-2,reporting,report-pod-1,4.0,0.68,8.0,3.56
2024-01-16,cluster-prod-1,reporting,report-pod-2,2.0,1.345,0.5,0.337
2024-01-16,cluster-dev-1,ml-pipeline,ml-pod-1,1.0,0.54,2.0,0.4
2024-01-16,cluster-prod-2,ml-pipeline,ml-pod-2,1.5,0.576,4.0,1.716
2024-01-16,cluster-prod-1,ml-pipeline,ml-pod-3,1.5,0.596,2.0,0.907
2024-01-16,cluster-dev-1,data-ingestion,ingest-pod-1,1.0,0.73,0.5,0.188
2024-01-16,cluster-prod-1,data-ingestion,ingest-pod-2,1.5,0.904,0.5,0.352
2024-01-16,cluster-dev-1,dev-testing,dev-pod-1,0.5,0.166,0.5,0.184
2024-01-16,cluster-prod-1,dev-testing,dev-pod-2,2.0,0.435,8.0,4.195
2024-01-16,cluster-dev-1,dev-testing,dev-pod-3,0.5,0.079,4.0,1.523
2024-01-16,cluster-prod-1,staging,stage-pod-1,4.0,1.313,2.0,1.276
2024-01-16,cluster-prod-1,staging,stage-pod-2,2.0,0.377,4.0,2.845
2024-01-16,cluster-dev-1,logging,log-pod-1,4.0,2.024,0.5,0.397
2024-01-16,cluster-prod-2,logging,log-pod-2,4.0,2.612,4.0,2.199
2024-01-16,cluster-prod-1,monitoring,monitor-pod-1,1.0,0.494,8.0,1.905
2024-01-16,cluster-prod-1,monitoring,monitor-pod-2,1.5,0.665,8.0,2.051
2024-01-17,cluster-prod-1,payment-service,pay-pod-1,0.5,0.276,0.5,0.119
2024-01-17,cluster-prod-2,payment-service,pay-pod-2,4.0,2.267,4.0,2.986
2024-01-17,cluster-prod-1,payment-service,pay-pod-3,0.5,0.177,4.0,1.864
2024-01-17,cluster-dev-1,user-auth,auth-pod-1,1.5,0.626,0.5,0.311
2024-01-17,cluster-prod-2,user-auth,auth-pod-2,2.0,0.425,4.0,1.97
2024-01-17,cluster-prod-1,product-catalog,catalog-pod-1,2.0,1.441,1.0,0.484
2024-01-17,cluster-prod-1,product-catalog,catalog-pod-2,0.5,0.156,0.5,0.101
2024-01-17,cluster-prod-2,product-catalog,catalog-pod-3,2.0,1.025,2.0,0.568
2024-01-17,cluster-prod-2,order-management,order-pod-1,0.5,0.21,8.0,3.914
2024-01-17,cluster-prod-1,order-management,order-pod-2,1.5,0.628,4.0,1.297
2024-01-17,cluster-dev-1,inventory,inv-pod-1,4.0,0.613,0.5,0.166
2024-01-17,cluster-prod-1,inventory,inv-pod-2,2.0,0.43,1.0,0.478
2024-01-17,cluster-prod-2,inventory,inv-pod-3,0.5,0.141,1.0,0.376
2024-01-17,cluster-prod-1,notification-service,notif-pod-1,0.5,0.194,8.0,2.966
2024-01-17,cluster-dev-1,notification-service,notif-pod-2,4.0,1.429,0.5,0.109
2024-01-17,cluster-dev-1,analytics,analytics-pod-1,1.5,0.631,8.0,3.494
2024-01-17,cluster-prod-1,analytics,analytics-pod-2,2.0,1.359,8.0,5.027
2024-01-17,cluster-prod-1,reporting,report-pod-1,0.5,0.322,4.0,2.771
2024-01-17,cluster-prod-1,reporting,report-pod-2,1.5,0.227,8.0,5.582
2024-01-17,cluster-prod-1,ml-pipeline,ml-pod-1,2.0,1.124,1.0,0.599
2024-01-17,cluster-prod-1,ml-pipeline,ml-pod-2,2.0,0.743,2.0,1.116
2024-01-17,cluster-dev-1,ml-pipeline,ml-pod-3,0.5,0.196,2.0,0.826
2024-01-17,cluster-dev-1,data-ingestion,ingest-pod-1,1.0,0.551,0.5,0.294
2024-01-17,cluster-prod-1,data-ingestion,ingest-pod-2,1.5,0.764,1.0,0.283
2024-01-17,cluster-dev-1,dev-testing,dev-pod-1,0.5,0.121,2.0,1.269
2024-01-17,cluster-prod-2,dev-testing,dev-pod-2,4.0,2.766,2.0,1.041
2024-01-17,cluster-prod-1,dev-testing,dev-pod-3,0.5,0.283,4.0,1.508
2024-01-17,cluster-prod-1,staging,stage-pod-1,4.0,1.558,8.0,2.19
2024-01-17,cluster-prod-1,staging,stage-pod-2,0.5,0.294,0.5,0.12
2024-01-17,cluster-prod-1,logging,log-pod-1,1.5,0.612,2.0,0.493
2024-01-17,cluster-dev-1,logging,log-pod-2,4.0,2.668,4.0,1.343
2024-01-17,cluster-dev-1,monitoring,monitor-pod-1,1.5,0.997,0.5,0.229
2024-01-17,cluster-dev-1,monitoring,monitor-pod-2,1.0,0.372,4.0,1.743
2024-01-18,cluster-prod-1,payment-service,pay-pod-1,1.0,0.25,8.0,4.7
2024-01-18,cluster-prod-2,payment-service,pay-pod-2,0.5,0.179,4.0,1.615
2024-01-18,cluster-dev-1,payment-service,pay-pod-3,2.0,0.755,2.0,0.809
2024-01-18,cluster-prod-1,user-auth,auth-pod-1,1.5,0.594,0.5,0.13
2024-01-18,cluster-dev-1,user-auth,auth-pod-2,1.0,0.655,4.0,2.143
2024-01-18,cluster-dev-1,product-catalog,catalog-pod-1,2.0,0.501,1.0,0.491
2024-01-18,cluster-prod-2,product-catalog,catalog-pod-2,1.5,1.093,4.0,1.038
2024-01-18,cluster-prod-2,product-catalog,catalog-pod-3,1.5,0.574,1.0,0.437
2024-01-18,cluster-prod-1,order-management,order-pod-1,1.5,0.357,8.0,2.988
2024-01-18,cluster-dev-1,order-management,order-pod-2,1.0,0.22,1.0,0.425
2024-01-18,cluster-prod-1,inventory,inv-pod-1,2.0,1.494,0.5,0.395
2024-01-18,cluster-prod-2,inventory,inv-pod-2,1.5,1.09,4.0,0.874
2024-01-18,cluster-prod-2,inventory,inv-pod-3,2.0,1.476,0.5,0.266
2024-01-18,cluster-dev-1,notification-service,notif-pod-1,4.0,2.429,2.0,1.406
2024-01-18,cluster-prod-1,notification-service,notif-pod-2,1.0,0.646,8.0,2.534
2024-01-18,cluster-dev-1,analytics,analytics-pod-1,4.0,1.422,4.0,1.364
2024-01-18,cluster-prod-1,analytics,analytics-pod-2,2.0,0.717,4.0,2.199
2024-01-18,cluster-dev-1,reporting,report-pod-1,1.5,0.36,1.0,0.493
2024-01-18,cluster-prod-2,reporting,report-pod-2,4.0,2.985,4.0,1.521
2024-01-18,cluster-prod-1,ml-pipeline,ml-pod-1,0.5,0.313,2.0,0.642
2024-01-18,cluster-dev-1,ml-pipeline,ml-pod-2,2.0,1.323,8.0,4.207
2024-01-18,cluster-dev-1,ml-pipeline,ml-pod-3,1.5,1.044,2.0,0.824
2024-01-18,cluster-prod-1,data-ingestion,ingest-pod-1,2.0,0.346,2.0,1.059
2024-01-18,cluster-prod-2,data-ingestion,ingest-pod-2,0.5,0.279,0.5,0.363
2024-01-18,cluster-prod-2,dev-testing,dev-pod-1,0.5,0.36,1.0,0.789
2024-01-18,cluster-dev-1,dev-testing,dev-pod-2,1.0,0.445,2.0,0.644
2024-01-18,cluster-prod-1,dev-testing,dev-pod-3,1.5,0.685,0.5,0.209
2024-01-18,cluster-dev-1,staging,stage-pod-1,1.5,1.03,2.0,0.889
2024-01-18,cluster-prod-1,staging,stage-pod-2,2.0,1.268,2.0,0.641
2024-01-18,cluster-dev-1,logging,log-pod-1,2.0,0.304,0.5,0.354
2024-01-18,cluster-prod-1,logging,log-pod-2,1.5,0.628,8.0,6.263
2024-01-18,cluster-dev-1,monitoring,monitor-pod-1,1.0,0.436,8.0,1.747
2024-01-18,cluster-prod-2,monitoring,monitor-pod-2,1.0,0.231,8.0,3.322
2024-01-19,cluster-dev-1,payment-service,pay-pod-1,0.5,0.159,0.5,0.338
2024-01-19,cluster-dev-1,payment-service,pay-pod-2,1.5,0.406,1.0,0.697
2024-01-19,cluster-dev-1,payment-service,pay-pod-3,1.5,0.889,0.5,0.29
2024-01-19,cluster-prod-1,user-auth,auth-pod-1,4.0,0.614,8.0,5.545
2024-01-19,cluster-dev-1,user-auth,auth-pod-2,0.5,0.329,1.0,0.263
2024-01-19,cluster-prod-2,product-catalog,catalog-pod-1,0.5,0.292,4.0,1.777
2024-01-19,cluster-prod-1,product-catalog,catalog-pod-2,1.5,0.539,2.0,1.159
2024-01-19,cluster-dev-1,product-catalog,catalog-pod-3,4.0,2.275,8.0,6.185
2024-01-19,cluster-prod-2,order-management,order-pod-1,1.0,0.196,1.0,0.677
2024-01-19,cluster-dev-1,order-management,order-pod-2,2.0,0.474,1.0,0.442
2024-01-19,cluster-prod-2,inventory,inv-pod-1,2.0,1.336,2.0,1.364
2024-01-19,cluster-prod-1,inventory,inv-pod-2,1.5,0.245,8.0,5.643
2024-01-19,cluster-prod-1,inventory,inv-pod-3,0.5,0.141,8.0,4.497
2024-01-19,cluster-prod-2,notification-service,notif-pod-1,1.5,0.808,0.5,0.316
2024-01-19,cluster-prod-2,notification-service,notif-pod-2,1.0,0.502,4.0,2.329
2024-01-19,cluster-dev-1,analytics,analytics-pod-1,1.0,0.578,4.0,1.528
2024-01-19,cluster-dev-1,analytics,analytics-pod-2,2.0,0.471,1.0,0.441
2024-01-19,cluster-prod-1,reporting,report-pod-1,1.0,0.23,1.0,0.633
2024-01-19,cluster-prod-2,reporting,report-pod-2,2.0,0.783,0.5,0.1
2024-01-19,cluster-prod-2,ml-pipeline,ml-pod-1,4.0,0.712,0.5,0.119
2024-01-19,cluster-prod-1,ml-pipeline,ml-pod-2,0.5,0.177,4.0,2.578
